Ligand	Receptor	interaction.type	sourcedb	host.organism
AVP	NMB	psi-mi:MI:0914(association)	MI:0467(reactome)	-
SPATA5	DNASE2B	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
SUSD3	S100A7	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
RAPGEF4	RIMS2	-	MI:0468(hprd)	-
GPR65	NMB	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
RNF25	S100A7	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
CDK15	S100A7	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
TACR3	NMB	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
HCRT	NMB	psi-mi:MI:0914(association)	MI:0467(reactome)	-
TRHR	QRFP	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
NMS	NMB	psi-mi:MI:0914(association)	MI:0467(reactome)	-
GPR132	NMB	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
PMCH	NMB	psi-mi:MI:0914(association)	MI:0467(reactome)	-
CCL23	NMB	psi-mi:MI:0914(association)	MI:0467(reactome)	-
EFNB1	EPHA3	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
GRPR	QRFP	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
CXCL10	CXCL10	-	MI:0468(hprd)	-
ADRA1B	QRFP	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
MMP1	COL9A3	psi-mi:MI:0914(association)	MI:0467(reactome)	-
UTS2R	CCL23	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
BMPR2	CES1	-	MI:0468(hprd)	-
CPN1	C3	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
CA8	C3	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
SOX2	ANXA1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
VSIG4	C3	-	MI:0468(hprd)	-
ASF1B	C3	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
PIK3CG	CXCL10	psi-mi:MI:0914(association)	MI:0467(reactome)	-
OPRL1	CXCL10	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
GPBAR1	ADM2	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
SSTR1	CXCL10	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
PIK3R6	C3	psi-mi:MI:0914(association)	MI:0467(reactome)	-
GALR2	C3	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
TAS2R50	C3	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
FRS2	KL	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
FGF6	KL	psi-mi:MI:0914(association)	MI:0467(reactome)	-
UBC	KL	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
UBA52	KL	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
GNRHR	QRFP	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
F7	F7	-	MI:0462(bind)	-
TUBB	S100A8	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
KCNG4	CST1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
FGF9	KL	psi-mi:MI:0914(association)	MI:0467(reactome)	-
APPBP2	GSTP1	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
PLCG1	KL	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
FRS3	KL	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
CDC73	VPS37B	psi-mi:MI:0915(physical association)	MI:0000(virushost)	-
ERCC1	VPS37B	psi-mi:MI:0915(physical association)	MI:0000(virushost)	-
UBQLN4	C1QTNF1	-	MI:0468(hprd)	-
ZBTB16	THNSL2	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
MARCO	SCGB3A2	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
GRM8	NMU	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
TBC1D22B	S100A8	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
TSPAN6	SERPINA12	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
KRAS	CSF2	psi-mi:MI:0914(association)	MI:0467(reactome)	-
TAS2R38	NPW	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
OXER1	NPW	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
SSTR3	NPW	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
TMED1	FGF3	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
EBNA1BP2	FGF3	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
FGF2	GPC4	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
C16orf71	NAMPT	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
EDA	EDA	-	MI:0000(bind_translation)	-
RCHY1	F7	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
SPRY2	PLSCR1	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
CALCRL	ADCYAP1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
GNB1	ADCYAP1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
GNAS	ADCYAP1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
CCNC	GPC4	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
RNASEH2A	MAMDC2	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
TAZ	PAM	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
OMA1	TOR3A	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
FGFR2	FGF3	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
KL	FGF3	psi-mi:MI:0914(association)	MI:0467(reactome)	-
FGF8	FGF3	psi-mi:MI:0914(association)	MI:0467(reactome)	-
ARSG	TOR3A	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
CALM1	PAM	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
CASR	PMCH	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
HLA-A	B2M	-	MI:0000(bind_translation)	-
SERPINA1	CTSG	-	MI:0462(bind)	-
HFE	B2M	MI:0407(direct interaction)	MI:0465(dip)	-
ZHX1	EFNA2	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
LILRA1	B2M	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
NFS1	OXT	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
CES1	CES1	-	MI:0462(bind)	-
CES1	CES1	-	MI:0000(bind_translation)	-
RPL36	AIMP1	MI:0403(colocalization)	MI:0463(biogrid)	taxid:32644(unidentified)
SGTA	CST1	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
CES1	CES1	-	MI:0468(hprd)	-
FN1	C3	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
CR1	C3	psi-mi:MI:0915(physical association)	MI:0974(innatedb)	-
INSL5	C3	psi-mi:MI:0914(association)	MI:0467(reactome)	-
CXCL8	C3	psi-mi:MI:0914(association)	MI:0467(reactome)	-
MBL2	MASP2	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
WNT7A	WNT8B	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
BDKRB1	OXT	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
GOLPH3	C3orf58	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
GNB1	OXT	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
NTSR1	OXT	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
CCKBR	OXT	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
IFNA2	IFNA4	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
CXCR5	C3	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
GPR17	C3	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
GPR55	C3	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
AKT2	FGF16	psi-mi:MI:0914(association)	MI:0467(reactome)	-
KNG1	C3	psi-mi:MI:0914(association)	MI:0467(reactome)	-
SMAD4	CSH1	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
CXCL12	C3	psi-mi:MI:0914(association)	MI:0467(reactome)	-
S1PR1	C3	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
RACK1	IL4R	-	MI:0462(bind)	-
S1PR4	PMCH	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
RACK1	IL4R	-	MI:0000(bind_translation)	-
SUSD1	DEFA1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
GKN1	AMY1A	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
TACR2	PMCH	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
IL13	IL4R	MI:0915(physical association)	MI:0465(dip)	-
CCKBR	PMCH	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
PIBF1	IL4R	MI:0915(physical association)	MI:0469(intact)	taxid:9606(Homo sapiens)
ITGA2	SERPINA12	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
MLLT3	BPIFB1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
IL13	IL4R	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
CST3	CST3	-	MI:0000(bind_translation)	-
MATN3	MATN1	-	MI:0468(hprd)	-
COPS6	PSAP	-	MI:0468(hprd)	-
PIBF1	IL4R	psi-mi:MI:0915(physical association)	MI:0000(uniprotpp)	-
CRELD2	F7	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
ARFGAP3	CD14	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
TIAM1	NME1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
HRH3	HEBP1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
RRAD	NME1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
TMEM192	ICAM3	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
F7	F7	-	MI:0468(hprd)	-
F9	F7	-	MI:0468(hprd)	-
LYN	CD14	psi-mi:MI:0915(physical association)	MI:0974(innatedb)	-
WNT3A	WNT8B	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
APPBP2	GSTP1	psi-mi:MI:0915(physical association)	MI:0000(virushost)	-
S100P	S100B	psi-mi:MI:0915(physical association)	MI:0000(virushost)	-
MERTK	GAS6	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
B2M	PCOLCE	psi-mi:MI:0403(colocalization)	MI:0917(matrixdb)	-
APP	PCOLCE	psi-mi:MI:0407(direct interaction)	MI:0917(matrixdb)	-
WNT6	WNT8B	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
COL5A2	PCOLCE	psi-mi:MI:0914(association)	MI:0467(reactome)	-
ITGB2	CD14	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
TAB2	CD14	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
HLA-DPA1	CTSF	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
IL5RA	IL5	-	MI:0468(hprd)	-
MSN	ICAM3	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
NCK2	DDR1	-	MI:0468(hprd)	-
DNAJC30	S100B	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
NID1	PLXDC1	-	MI:0468(hprd)	-
MERTK	GAS6	psi-mi:MI:0914(association)	MI:0000(quickgo)	-
AVPR2	CRH	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
SHC1	IL5	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
NUCB1	PTGS2	MI:0403(colocalization)	MI:0463(biogrid)	taxid:32644(unidentified)
NUCB1	PTGS2	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
MERTK	GAS6	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
PTGS2	PTGS2	MI:0914(association)	MI:0000(corum)	taxid:9606(Homo sapiens)
NUCB1	PTGS2	-	MI:0468(hprd)	-
PLCG1	KDR	-	MI:0462(bind)	-
TEK	ANGPT1	psi-mi:MI:0407(direct interaction)	MI:0917(matrixdb)	-
FANCC	GSTP1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
LENG1	AIMP1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
PTGS2	PTGS2	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
ANXA5	ANXA1	MI:0403(colocalization)	MI:0463(biogrid)	taxid:32644(unidentified)
TEK	ANGPT1	-	MI:0000(bind_translation)	-
LARGE2	IFNE	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
GNB1	SCT	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
MRM3	MSLN	MI:0403(colocalization)	MI:0463(biogrid)	taxid:32644(unidentified)
ZBTB43	MSLN	MI:0403(colocalization)	MI:0463(biogrid)	taxid:32644(unidentified)
PPIB	COL4A6	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
SNTA1	ADAMTS6	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
EIF2S1	AIMP1	MI:0403(colocalization)	MI:0463(biogrid)	taxid:32644(unidentified)
TEK	ANGPT4	-	MI:0468(hprd)	-
P2RY11	SCT	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
AVP	CRH	psi-mi:MI:0914(association)	MI:0467(reactome)	-
PLCG1	KDR	-	MI:0000(bind_translation)	-
RXFP2	SCT	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
SYNE4	SFTPC	MI:0915(physical association)	MI:0469(intact)	taxid:9606(Homo sapiens)
DCD	IL24	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
CASP8	IL24	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
ST3GAL6	OGN	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
ST3GAL3	OGN	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
RTN4	LRPAP1	-	MI:0468(hprd)	-
RBM25	TGM2	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
MC5R	POMC	-	MI:0468(hprd)	-
CHRM1	GNRH1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
FBXO25	KDR	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
LRRTM2	CNPY4	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
PDGFA	COL4A1	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
PKM	ANXA7	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
RELA	TGM2	psi-mi:MI:0403(colocalization)	MI:0917(matrixdb)	-
EGFR	MET	-	MI:0468(hprd)	-
CASR	POMC	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
SST	POMC	psi-mi:MI:0914(association)	MI:0467(reactome)	-
PIK3R6	POMC	psi-mi:MI:0914(association)	MI:0467(reactome)	-
GABBR1	POMC	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
VIPR2	POMC	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
DRD5	POMC	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
NPBWR1	POMC	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
MYL6	ADAMTS12	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
LPAR1	EDN1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
INS	NOV	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
FBLN1	NOV	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
NFASC	SCN1B	-	MI:0468(hprd)	-
COLEC10	TIMP3	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
RASA1	MET	psi-mi:MI:0407(direct interaction)	MI:0917(matrixdb)	-
PDGFC	PDGFC	psi-mi:MI:0914(association)	MI:0000(quickgo)	-
NDST2	SCGB2A2	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
STK4	ANXA1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
GOLT1B	ANXA1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
FGF2	PF4	-	MI:0468(hprd)	-
CDC73	ANXA1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
CORO1A	DKK1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
CYTH2	ARF1	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
BCAR3	MET	psi-mi:MI:0407(direct interaction)	MI:0917(matrixdb)	-
FAAP100	OLFM4	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
ADAMTSL4	COL8A1	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
CNR1	PF4	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
P2RY12	PF4	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
COL9A1	COL8A1	psi-mi:MI:0914(association)	MI:0467(reactome)	-
SERPINH1	COL8A1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
APLNR	PF4	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
TAS2R13	PF4	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
NMUR1	PF4	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
CCL19	PF4	psi-mi:MI:0914(association)	MI:0467(reactome)	-
PMCH	PF4	psi-mi:MI:0914(association)	MI:0467(reactome)	-
EFEMP2	COL8A1	psi-mi:MI:0915(physical association)	MI:0000(virushost)	-
BAP1	EFNA2	MI:0914(association)	MI:0463(biogrid)	taxid:32644(unidentified)
KRTAP10-3	CST2	psi-mi:MI:0915(physical association)	MI:0000(virushost)	-
POLR2C	WNT1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
APOA1	APOA1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
ECM1	HSPG2	-	MI:0468(hprd)	-
APEX2	RETN	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
NCAN	HSPG2	psi-mi:MI:0914(association)	MI:0467(reactome)	-
GXYLT1	HSPG2	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
ODAM	HSPG2	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
GNAT3	ANXA1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
FGFR2	FGF23	-	MI:0468(hprd)	-
LINGO1	KRTAP4-12	-	MI:0468(hprd)	-
SCT	NPS	psi-mi:MI:0914(association)	MI:0467(reactome)	-
UTS2B	NPS	psi-mi:MI:0914(association)	MI:0467(reactome)	-
FPR2	NPS	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
LPAR5	NPS	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
EPHA2	NUDT9	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
FANCC	GSTP1	-	MI:0468(hprd)	-
ICE2	BPIFA1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
C5AR1	ANXA1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
HRH3	ANXA1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
TAS2R30	ANXA1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
CXCL6	ANXA1	psi-mi:MI:0914(association)	MI:0467(reactome)	-
CCR9	ANXA1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
ADRA2C	ANXA1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
TMIGD3	ANXA1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
SMAD4	PSG2	-	MI:0468(hprd)	-
PLCG1	FGF23	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
SERPINH1	TCTN1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
GNB2	TCTN1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
COLQ	CRTAP	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
PPM1B	ANXA1	psi-mi:MI:0915(physical association)	MI:0000(virushost)	-
ARMC8	SPINK7	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
OSGEP	ERP44	MI:0403(colocalization)	MI:0463(biogrid)	taxid:32644(unidentified)
UBQLN1	EFEMP2	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
AHNAK	S100B	-	MI:0468(hprd)	-
CD40	ERP44	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
PCSK5	PMCH	-	MI:0468(hprd)	-
ZNF212	ERP44	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
MAP1LC3A	CLU	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
CASP3	ERP44	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
LINGO1	KRTAP4-12	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
MEOX2	KRTAP4-12	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
AGTR1	GNRH1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
APPBP2	FSTL1	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
CXCR2	CCL23	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
FN1	LOX	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
FN1	LOX	psi-mi:MI:0407(direct interaction)	MI:0917(matrixdb)	-
XPO1	CLU	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
COL3A1	LOX	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
SDCBP	CD6	psi-mi:MI:0403(colocalization)	MI:0917(matrixdb)	-
MDC1	LOX	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
C5AR1	C5	-	MI:0468(hprd)	-
GRM1	NPFF	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
PLCB2	NPFF	psi-mi:MI:0914(association)	MI:0467(reactome)	-
ZNF426	EFEMP2	psi-mi:MI:0915(physical association)	MI:0000(virushost)	-
FPR2	KNG1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
LMNA	ACE	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
ACVR2B	FSTL1	psi-mi:MI:0407(direct interaction)	MI:0917(matrixdb)	-
SMAD4	PSG2	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
KIR3DS1	S100A7	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
ELMOD3	S100A7	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
NOTCH3	DLK2	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
MT1G	SPINK7	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
XPO1	S100A7	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
STAT3	IL6ST	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
PTPN11	IL6ST	psi-mi:MI:0914(association)	MI:0467(reactome)	-
FZD8	WNT1	-	MI:0468(hprd)	-
CNOT1	ALB	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
NME4	NME3	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
KATNA1	CD40	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
S100P	S100B	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
NPBWR2	CXCL10	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
FPR1	CXCL10	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
CXCL2	CXCL10	psi-mi:MI:0914(association)	MI:0467(reactome)	-
TAS2R10	CXCL10	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
SUCNR1	CXCL10	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
GREM1	KDR	psi-mi:MI:0915(physical association)	MI:1332(bhf-ucl)	-
TRAF5	ENOX2	psi-mi:MI:0915(physical association)	MI:0000(virushost)	-
SUMF2	ARSF	psi-mi:MI:0914(association)	MI:0467(reactome)	-
COL1A1	MMP2	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
CCKBR	CCK	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
SHC1	KL	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
BMP2	FSTL1	psi-mi:MI:0915(physical association)	MI:0917(matrixdb)	-
HTR2A	KNG1	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
PODXL2	RAET1E	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
BAG6	TDGF1	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
AVP	KNG1	psi-mi:MI:0914(association)	MI:0467(reactome)	-
STAM2	VPS37B	psi-mi:MI:0915(physical association)	MI:0467(reactome)	-
UBASH3B	VPS37B	psi-mi:MI:0915(physical association)	MI:0000(virushost)	-
PRKAA1	VPS37B	psi-mi:MI:0915(physical association)	MI:0000(virushost)	-
SERPINA1	CTSG	MI:0914(association)	MI:0000(corum)	taxid:9606(Homo sapiens)
AVPR2	C1QTNF1	-	MI:0468(hprd)	-
SGTA	C1QTNF1	MI:0407(direct interaction)	MI:0463(biogrid)	taxid:32644(unidentified)
COX16	NYX	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
HSPA5	NYX	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
DHX36	FGF3	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
RPL26L1	FGF3	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
SQSTM1	GPC4	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
DHX36	HEBP1	MI:0403(colocalization)	MI:0463(biogrid)	taxid:32644(unidentified)
LYPLA2	VCAM1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
MRPL43	VCAM1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
VDAC2	VCAM1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
RPS18	VCAM1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
YWHAE	VCAM1	MI:0915(physical association)	MI:0463(biogrid)	taxid:32644(unidentified)
